S352G7_R530D5_T200E3 T140E5
S300D4_A130T5_A530D3 T230T4
S300D4_A130T5_A530D3 T200E3
S261G8_T200E3_S630T4 S500E4
S630T4_S500E4_M500N3 D141D9
S500E4_M500N3_D141D9 T262H7
S163S7_O100F2_K510W4 Y000U3
S300D4_H100E4_M200H4 T000O2
S000Y3_T200E3_C265O6 T430D4
S200E3_B413D8_A300T2 L230T5
S200E3_S600E4_T200Y4 W600E4
S132T8_M500N3_E160R4 A136R5
S121G10_W200O3_H000E2 M530T5
S615T7_U100P2_U100P2 S300D4
S363D7_M525G8_O500N2 Y600R4
S300D4_T200E3_C265O6 Y000U3
S300D4_T200E3_C265O6 B400E4
S300D4_T200E3_C265O6 W320H4
S120H6_T200E3_C265O6 H300D3
S215G7_T200E3_M260E7 O100F2
S363D6_I525Y10_U100P2 I530O4
S512D9_B400E4_O100F2 T200E3
S200E3_G520G5_F600R3 A000A1
S316N8_B300T3_H000E2 C451D7
S230Y5_W200S3_A000A1 R200Y5
S313D7_W250N4_T200Y4 R230D7
S615T7_A530D3_T200E3 A130T5
S615T7_A530D3_T200E3 G640L4
S200E3_W200S3_S212S10 A130T5
S212S10_A130T5_T260R5 W240E5
S200E3_T200E3_O600R2 H200S3
S200E3_A253D7_I100F2 S200E3
S500E4_T200Y4_G100E4 H600R3
S532G9_T000O3_H100Y5 T000O2
S354Y8_H100W3_M300D3 T200S4
S143D8_B000Y2_M500N3 O540Y4
S200E3_A000A1_M320C6 A500Y3
S630T4_O100F2_W600R7 A300T2
S200E3_E536Y8_B410E7 T200E3
S200E3_W430D5_F230T5 A000A1
S615T7_F600R3_H500M3 I100F2
S200E3_W430D5_C620S5 A000A1
S200E3_W430D5_F410W6 A500Y3
S200E3_A521G9_T200E3 C265O6
S123L11_W150N6_W320H4 A500N2
S630T4_O100F2_B365G9 T230T4
S565G9_A526R5_I500N2 B400E4
S200E3_T200E3_P530T5 O100F2
S300D4_Y000U3_T200Y4 W600E4
S300D4_M230T5_A234Y8 B000E2
S500E4_A530D3_A525G7 B300T3
S000O2_H600R3_W240E5 I523T8
S500E4_H300D3_T200E3 P642A7
S300D4_T200E3_E300T3 M300E4
S520E5_A300T2_W200Y3 W430D5
S351D8_O500N2_T260R5 M523Y9
S340L5_D623D7_L200E4 A000A1
S414L7_B615N5_E200S4 O500N2
S200E3_R400Y6_T623T5 T200E3
S230Y5_W600E4_S134S10 A130T5
S134S10_A130T5_H200S3 S350N9
S350N9_H560Y5_S363D7 W320H4
S400E4_E213N9_O100F2 T200E3
S120E6_R200E4_O100F2 T200Y4
S423D11_A530D3_S363D6 T000O2
S363D6_T000O2_F300D4 T200E3
S620H6_O100F2_F300D4 A530D3
S212Y12_L200E4_T200E3 E232S6
S212Y12_L200E4_T200E3 M360R6
S120Y6_T200E3_W000Y3 S500E4
S340L5_T425G7_A530D3 H560Y5
S000O2_H000E2_M200S4 T000O2
S263T6_P623E8_O100F2 T200E3
S520K4_B532H7_T200E3 D263T6
S532S5_T000O2_D216R8 T200E3
S500N4_B000Y2_A500E6 A530D3
S500N4_B000Y2_A500E6 I500N2
S530D7_T000O2_H560Y5 L200E4
S630T4_O100F2_L253D6 T230T4
S500E4_N364L7_B300T3 W200O3
S143D8_W320H4_L230T5 A530D3
S142S8_O100F2_M230T4 M236S10
S500E4_O326R5_O142G8 M516R6
S243R7_T000O2_S235N7 D124T9
S235N7_D124T9_E520H6 F600R3
S124L7_B300T3_T200E3 H000E2
S363R11_O540Y4_S262D8 A530D3
S262D8_A530D3_W000E2 N300T3
S241L7_A200S2_T200E3 W200H5
S613D8_A200S2_B300T3 N300T3
S164L7_O326R5_M362S7 T230T4
S250N4_W200S3_B530D6 S520G6
S250N4_S500M4_T000O2 B000E2
S410W4_T200E3_B300T3 N300T3
S300D4_L625N7_I500O3 W400L4
S120K5_W320H4_C262S8 A530D3
S230T5_M500N3_W320H4 T320S7
S630T4_O100F2_W320H5 B300T3
S150N5_S300D4_L625N7 N300T3
S300D4_L625N7_N300T3 T200E3
S500E4_E126E10_W200O3 F530D5
S365E7_Y000U3_W600E4 N300T3
S630T4_O100F2_P623Y8 L500E4
S230Y5_S363D7_W320H4 A000A1
S524E6_W323D7_A200S2 T200E3
S500E4_S540L5_M500N3 W423D6
S540L5_M500N3_W423D6 V240Y7
S351D8_O500N2_A000A1 N100W3
S512E9_T000O2_O500E3 S300E4
S230D8_W320H4_T200E3 D650M4
S362D7_T200E3_G325N8 A530D3
S524E6_T100P3_T100P3 T100P3
S353G8_B000Y2_A000A1 W531W6
S230T5_B400E4_F200S5 W600E4
S300D4_W323T7_H200S3 E200S4
S253D6_D656R7_A163D8 F650M4
S530D5_W200S3_M434Y6 M600E4
S312S5_O500E3_S310P4 T200Y4
S310P4_T200Y4_R230D7 T200E3
S340Y7_R232M6_S230D6 B300T3
S230D6_B300T3_H000E2 J623D6
S230T5_E230T5_M600E4 D656S8
S362D8_W320H4_E416E9 D252S7
S524E6_C623T7_O100F2 T200E3
S530D5_R430D6_O300T3 A262S6
S252S5_T000O2_T650N4 T250M4
S230T5_M300E4_H200S3 H630T5
S260E6_I500N2_T500E4 T000O2
S363G9_L200E4_T652G7 A530D3
S164L7_L230D6_P231Y10 D462S9
S630T4_O100F2_F530D4 L200K4
S300D4_W000E2_M500N3 G000O2
S540L5_H200K4_I530O4 T200S4
S450N5_H200S3_B300T3 H560Y5
S543D6_B200K4_U100P2 A300T2
S365M6_O100F2_T612N9 H300D6
S323O8_S214E7_P523D10 B000Y2
S214E7_P523D10_B000Y2 R253G10
S214E7_P523D10_B000Y2 S130T4
S263T5_T516S12_W600E4 A200S2
S250N4_W400L4_E500N2 L625N7
S000O2_C540L8_D520E5 M130D5
S340Y7_T200E3_M210E7 S520E5
S520E5_O100F2_M400E4 B320S6
S000O2_C424Y7_T232R8 T230T4
S521W7_E150N4_W250N4 S164L7
S543D6_A300T2_F600R3 T200E3
S500E7_P230D6_H500M3 A000A1
S250N6_M363D8_A530D3 S200K5
S200K5_A530D3_S130D6 A530D3
S130D6_A530D3_S230D7 I500N2
S130D6_I500N2_T500E4 T000O2
S250N6_S236D9_A530D3 C514D9
S236D9_A530D3_C514D9 A530D3
S230D7_A600E3_G653D7 A000A1
S235G9_N230T4_T000O2 H000E2
S535E8_A136R5_T230T4 A530D3
S530D6_D652S5_F400L4 S453T6
S410W4_A530D3_A136R5 A000A1
S525G7_A530D3_J530D6 T200E3
S150M4_T262H7_D625S8 O500N2
S520G4_E130D5_A530D3 F413D6
S354Y8_I300T2_S313D7 A530D3
S520E5_O100F2_E212N11 R142D9
S653G11_T200E3_M500N3 B250N5
S520G4_S136R6_T200S4 L200E4
S136R6_T200S4_L200E4 T200E3
S145G8_P600E4_A530D3 C460R5
S130D7_L200E4_C652G8 A000A1
S000O2_P453E9_T230T4 I300T2
S230D6_T200E3_H630T5 A530D3
S520G4_C535D9_F600R3 A000A1
S525G7_A500N2_A525T7 H236Y7
S612S7_A530D3_T200E3 H435G7
S524E6_L500E4_W500N5 R530D8
S262Y8_O436R5_T250N4 W200E5
S525G7_W240E5_F600R4 M500N3
S542H8_W350N6_B200X3 W200S3
S452G5_O500N2_L326R7 H630T5
S500E4_A530D3_B423D7 H200S3
S000O2_I500N2_W230T4 H000E2
S123D8_M230T4_B000E2 I320S3
S416R6_A530D3_A432H8 T200Y4
S340L5_A530D3_S525G7 F600R3
S525G7_F600R3_H560Y5 I300T2
S300D5_A300T2_C230T5 H230T6
S265G10_M153T8_T000O2 H200S3
S256G10_G435N6_R100E4 T230T4
S243R8_T000O2_A524E5 A530D3
S500N4_W200O3_W600E4 A532G8
S416R6_M200K4_T230T4 H300D3
S200E3_H300D4_T163S7 T200E3
S363D9_U163S7_I500N2 A000A1
S532G9_E525D10_B000Y2 E126E10
S120S6_T000O2_M656D8 T200E3
S414Y6_T653D6_H600R3 H300D4
S625G9_T200E3_F200S5 O100F2
S500E7_C420E5_B000Y2 S200E3
S353G8_D623Y8_I500N2 F653T5
S200E3_W420K4_A262S6 T200E3
S520E5_T200E3_T525N7 I500N2
S123D8_T000O2_H100W3 W200S3
S120K5_T000O2_P140E6 F640Y6
S500E4_C262S8_W200S3 T200E3
S212N9_M100E5_E126E10 A530D3
S512E9_T230T4_P623S7 I500N2
S263T6_S125G8_T120S5 B430T5
S125G8_T120S5_B430T5 I530O4
S320S7_O100F2_T260R5 W250N4
S120E5_D150N4_T200E3 T100E4
S125G8_T120S5_W600E4 P614Y8
S123D13_F600R3_T200E3 B300T3
S263T6_S532G9_N200E4 T000O2
S000O2_L252G7_O300T3 F600R3
S313D7_S000O2_A161Y8 H560Y5
S000O2_A161Y8_H560Y5 A452T6
S416R6_A530D3_W323T7 A000A1
S500N4_N000O2_S250N4 A300T2
S000O2_A525T7_I300T2 M230T5
S000O2_A525T7_I300T2 P630D8
S000E3_A000A1_S263T5 M342C8
S263T5_M342C8_R300D3 P636G10
S416R6_S200E3_H300D3 A000A1
S200E3_S543D6_B634Y7 A300T2
S120S6_S200E3_S300D4 T200E3
S300D4_T200E3_M200K4 S200E3
S312S5_L230D6_H200S3 L120S4
S300D4_A500M2_T200E3 H400L4
S310P4_H200S3_B430D5 H200S3
S153Y7_W200S3_A500N2 E562Y9
S253S7_L360R5_C652G8 T200E3
S320S6_M350E6_C630I6 S300D4
S320S6_M350E6_C630I6 C623D9
S300D4_C210F5_W263D6 S625N7
S200E3_D242D8_H000E2 W200S3
S320S6_R262S8_A500N2 E231E9
S162N9_B300Y4_O500N2 T200E3
S363R9_W200S3_N000O2 L526R6
S265N8_W652D8_A530D3 A200S2
S230D6_H500M3_W200S3 I200S2
S300D4_M350E6_C210F5 W263D6
S313D7_E200S4_W200S3 B000Y2
S300E4_H600R3_D260R6 P623D7
S125T10_I100F2_I000I1 S253D6
S253D6_T200E3_E231E9 S141D9
S141D9_H000E2_H200S3 V200E5
S000O2_P620S6_W200S3 T250N5
S365E7_H100W3_I300T2 F300D5
S200E3_A213D8_I320S3 I513Y13
S453T6_N512H5_W323D7 E200H4
S423T9_C252E6_O100F2 A500Y3
S300T3_L252G7_F600R3 A400L3
S140L5_C352S8_U252G5 A000A1
S200E3_W623D6_W320H4 C400L4
S520E5_D165T9_S142S6 W600E4
S142S6_W600E4_R263D8 O500N2
S520E5_B400E4_B250E6 I300T2
S340L5_F430T4_V240Y7 S200E3
S361P5_A452G5_T200E3 B350M6
S540L5_J140L5_T000O2 O500E3
S530D6_P632Y12_D124T9 T000O2
S300D4_N236R7_C423D7 H200S3
S540L5_S162K5_J513D6 F650M4
S162K5_J513D6_F650M4 H200S3
S143G11_S530D5_A530D3 A000A1
S350N6_S540L5_O100F2 B652G7
S453T6_F420H5_A530D3 T200E3
S253S7_L360R5_I300T2 T000O3
S453Y8_I500N2_A000A1 B623T5
S513D7_S164L7_O100F2 I320S3
S612S8_A530D3_B530T4 O160R4
S362D12_H200S3_H252S8 H000E2
S300D4_W263D6_I200S2 I300T2
S320S6_I200S2_N654Y8 U230D4
S320S6_W600E4_I000I1 S535N7
S535N7_W320H4_T200E3 I300T2
S313D7_U534L5_W000E2 C500N3
S453T6_D250N8_T000O2 K400L4
S523D6_H600R3_D520S6 S210W4
S210W4_H000E2_N300D6 T000O2
S253S7_L360R5_P620S6 W200S3
S513D7_I300T2_O160R4 T200E3
S260R5_O100F2_P620S6 T230T4
S365Y9_S200E3_D300D3 N300T3
S200E3_N160R5_T260E5 W200S3
S352H7_T230T4_A452T6 C635Y9
S143D7_L200E4_S500E4 S365E7
S500E4_S365E7_T260E5 W200S3
S300D4_N300D6_T000O2 G300T3
S350N6_T200K4_A000A1 S310P4
S150N4_A653D6_I300T2 W200S3
S230T5_C500E4_T200E3 P450Y6
S153Y7_C500E4_T000O2 A000A1
S200E3_O263D8_T000O2 H600R3
S134Y6_C230T4_A200S2 A000A1
S400Y4_T200E3_O600R2 S200E3
S200E3_C430D5_C610P5 I530O4
S200E3_C430D5_C610P5 U100P2
S615T7_I100F2_T260E5 R400Y6
S615T7_A530D3_F530D4 O300T3
S452G7_A000A1_G630T5 C500E4
S313D7_T252G8_T200E3 W000Y3
S615T7_A263G9_T000O2 T200E3
S530D4_T200Y4_M230T4 H100E4
S300D4_S514Y6_W323D7 H600R3
S514Y6_W323D7_H600R3 W320H4
S200E3_F430T4_S600Y5 F600R3
S600Y5_F600R3_E150N4 I100F2
S200E3_B000E2_A400L3 R230T5
S350N6_R324S10_P236E7 O100F2
S200E3_E150N4_B250N5 T000O2
S162S8_A000A1_S540E5 H000E2
S540E5_H000E2_P300T3 T250M4
S532G9_M130D5_B253D6 T200E3
S000O2_T363D8_A530D3 T250N4
S310P4_T250N4_S300T3 D150N4
S300T3_D150N4_A161Y8 O500N2
S123Y10_C535D9_T200E3 M326D7
S530D6_T000O2_R100E6 H000E2
S340L5_W320H4_A200S2 I100F2
S300D4_S200E3_H410F4 T653D6
S200E3_F230D5_C242L9 H300D3
S230T4_I300T2_B652E9 I500N2
S630T4_O100F2_M523R7 I500N2
S200E3_M300E4_A532R7 M100E4
S000O2_U364Y7_O345H10 T230T4
S000E3_S616D9_S200E3 N300D6
S616D9_S200E3_N300D6 T500E4
S200E3_E523D7_I500N2 A400L3
S632S5_O100F2_A231S10 S200E3
S200E3_T430D4_N000O2 O500E3
S130D5_F600R3_L630D4 H000E2
S130D5_F600R3_L630D4 H623K10
S152R9_I500N2_T200E3 B300D3
S200E5_T200E3_U516E7 T230T4
S200H4_M350E6_C532A7 W430D5
S100Y3_O500N2_S420S5 M300E4
S420S5_M300E4_S500E4 S630T4
S630T4_O100F2_S520E5 A300T2
S630T4_O100F2_S520E5 T200E3
S520E5_A300T2_A200S2 A500N2
S100Y3_O500N2_S000O2 C242L9
S000O2_C242L9_M230T5 B000E2
S615T7_I500N2_T200S4 W200S3
S530D7_W200H5_M530T5 H000E2
S530D7_B300T3_S200E3 W200S3
S130Y6_W200S3_E150N4 I100F2
S310P4_S124G11_A530D3 C525E11
S124G11_A530D3_C525E11 O500N2
S300D4_A000A1_S253D6 S153Y7
S253D6_S153Y7_F430T4 A200S2
S153Y7_F430T4_A200S2 I100F2
S262Y8_A100E5_A000A1 I000I1
S600E4_N300T3_A200S2 A200S2
S500E4_O430D3_H000E2 S000E3
S000E3_H100W3_E126E10 C430D5
S236G10_W260E5_A600E3 N300T3
S313D7_H000E2_K510W4 H000E2
S521W7_T425G7_T250N4 H000E2
S363D7_H200S3_V200E5 F656R6
S300D4_M600R2_N300T3 Y000U3
S630T4_O100F2_C523E11 O600R2
S530D7_F640Y6_B300T3 I300T2
S530D6_T000O2_T200H5 A000A1
S300D4_M600R2_G520G5 T000O2
S523N9_O100F2_B520G5 U536R5
S000Y3_W200S3_M600E4 O100F2
S523N9_T250N4_M000Y2 E230T8
S616E8_H000E2_T250N4 I000I1
S513D7_A300T2_O540Y4 N364L7
S000Y3_H000E2_O153D6 H200S3
S000Y3_I000I1_L230D5 T230T4
S500E4_N325G7_S530D6 T000O2
S153D5_Y600R4_W240E5 L100E4
S340L5_S653D10_B000Y2 A000A1
S630T4_O100F2_L520S8 S120E7
S120E7_C400L4_A400L3 A000A1
S200H4_F543Y8_T230T4 H560Y5
S300D4_W600E4_T252G5 W200S3
S300Y4_M600R2_F263Y7 T430D4
S363D7_T000O2_L235N7 U100P2
S313D7_F415G9_Y000U3 R400Y6
S600E4_G300T3_I300T2 U534L5
S600E4_G300T3_I300T2 S243D6
S410P5_E160Y5_N230T5 A530D3
S300D4_Y000U3_D650M5 W240E5
S261P5_H560Y5_D500N5 Y000U3
S532G9_T200Y4_M200E4 U100P2
S260E5_Y000U3_J230T4 S300D4
S300D4_B432H6_F263Y7 J230T4
S300D4_B432H6_C500E4 T000O2
S430T4_H200S3_B300T3 I300T2
S000O2_I000I1_F263D7 I000I1
S535S9_N300T3_S600E4 L200E4
S600E4_L200E4_N300T3 D652G8
S160R5_F200E4_O100F2 I200S2
S200E3_M600R2_F263Y7 D120E6
S200E3_M600R2_F263Y7 W430D5
S300D4_N100W3_H000E2 W200S3
S243D6_D000O2_W230T4 Y000U3
S243D6_D000O2_W230T4 Z200C6
S000O2_T200E3_P530T5 O100F2
S000O2_T200E3_P530T5 I200S2
S300D4_M600R2_S153Y7 S200E3
S153Y7_S200E3_I500N2 A230D5
S362T6_P623S10_F600R3 A400L3
S142S6_T000O2_K100P4 H600R3
S262D8_W000E2_A532G8 T230T4
S200E3_C210F5_W263D6 Y200S3
S313D7_H600R3_B160E6 A000A1
S140L5_C300D6_T000O2 G100E4
S300E4_A300T2_O500E3 T000O2
S263E10_A500Y3_B365M7 O600R2
S121C8_T200E3_P420E5 W200S3
S543D6_S423Y8_T000O2 L340E6
S543D6_S423Y8_T000O2 T250N4
S423Y8_T000O2_L340E6 C210F5
S300D4_D520S6_A600E3 A000A1
S520E5_W000E2_O540Y4 A351T7
S350N9_I200S2_S500E4 O100F2
S142S6_A600E3_W430D5 Y000U3
S200E3_S354Y8_N323D7 N512H5
S354Y8_N323D7_N512H5 L520G5
S134E6_S252S5_T230T4 S200E3
S252S5_T230T4_S200E3 W200S3
S165G9_F650M4_F600R3 T000O3
S200E3_S340L5_D242D8 T200E3
S340L5_D242D8_T200E3 B300T3
S160E5_H524F7_I500N2 D520G5
S200E3_M000Y3_L200E4 A000A1
S540L5_R200K4_I514D8 I500N2
S200E3_P626S8_H100E4 Y000U3
S212S5_N500E4_O100F2 T200E3
S514Y6_S500M4_R415T8 H000E2
S500M4_R415T8_H000E2 S263D7
S243S9_W000E2_A530D3 W000E2
S320S6_L520G4_B160E6 H600R3
S350N9_B252S7_M350E6 C630I6
S200E3_W263D6_Y000U3 M535D9
S354Y8_T230T4_W320H4 H600R3
S354Y8_T230T4_W320H4 B520G5
S200E3_S243D6_D520S6 S300D4
S243D6_D520S6_S300D4 T250N4
S300D4_T250N4_A000A1 T253D8
S232S8_W000E2_M000Y3 B000E2
S423T9_D165E10_T000O2 S354Y8
S300D4_S240L5_L100E5 Y000U3
S240L5_L100E5_Y000U3 T000O2
S240L5_L100E5_Y000U3 S500N4
S200E3_S130T5_O100F3 D150N4
S130T5_O100F3_D150N4 T200E3
S153Y7_W300D6_U534L5 S200E3
S141D9_T200E3_F623T5 C323E7
S620H6_T200E5_C165S7 W323T7
S351P5_A130T5_W152G6 A000A1
S524D8_A500Y3_G412S10 I530O4
S362E9_W200S3_A425L10 S000O2
S523N9_W200S3_R326R6 F600R3
S230D6_H600R3_N612S7 S235M6
S235M6_A530D3_H600R3 S653S12
S653S12_S165G6_S354Y8 I530O4
S165G6_S354Y8_I530O4 S362K5
S354Y8_I530O4_S362K5 T200E3
S362K5_T200E3_C460R6 T520S5
S413D6_N615G9_A452T6 A300T2
S236G10_O100F2_B520S5 O500N2
S532G9_H600E4_A432H8 E234Y7
S200E3_F615Y9_W252G7 T200E3
S530D5_T230T4_S200E3 C430D5
S200E3_C430D5_S000O2 S200E3
S200E3_M130D5_F616D7 C324Y10
S410E5_O500N2_W200H5 S200E3
S353G8_C452G5_T000O2 T200E3
S410E5_C324Y10_B000Y2 T200E3
S365G6_S212N9_S200E3 W200S3
S200E3_W200S3_E536G8 A000A1
S200E3_W200S3_E536G8 M230D5
S500E4_M320C6_S615T7 W200H5
S615T7_W200H5_S200E3 W200S3
S600E4_A234Y8_E230D7 T200E3
S413D7_T200E3_B212K8 F650M4
S243S9_A530D3_O153D6 I300T2
S542H8_P530D7_A300T2 O500E3
S310Y6_A530D3_P623D7 T200E3
S312S5_T250N4_G452D7 B253D6
S000E3_A000A1_L520S8 F453T8
S200E3_H300D3_S132D8 I300T2
S132D8_I300T2_A532R7 B452K5
S630T4_O300T3_S532G9 S200E3
S630T4_O300T3_S532G9 W000E2
S340L5_C620S5_A130T5 T200E3
S200E3_U200E3_B300T3 S200E3
S200E3_F652Y7_B410E7 T260E5
S320K5_T200E3_B430E5 I500N2
S452G5_T200E3_P200K4 A262S6
S200E3_C530D7_E235N8 P212S11
S423T9_I300A4_W260E5 A500Y3
S200E3_W423D6_A300T2 O520E4
S200E3_A532D11_A530D3 R140E6
S130D7_A000A1_L230T5 U100P2
S514Y6_H600R3_B300T3 A500N2
S200E3_S413D6_F614L7 T230T4
S413D6_F614L7_T230T4 S200E3
S630T4_O100F2_F520S6 C452G8
S514Y6_E530D5_I500N2 A000A1
S312S5_W323T7_T200E3 N300D4
S423D8_A532R7_P210Y10 I500N2
S164L7_T520S5_S000O2 S200E3
S200E3_R423D8_S532G9 W200S3
S532G9_W200S3_F415G9 S532S6
S235G10_V600Y4_W200S3 T200S4
S432G10_T200E3_P614M7 I300T2
S530D5_M200H4_L200E4 A532G8
S540L5_S620E5_O100F2 P520C5
S620E5_O100F2_P520C5 A530D3
S365E7_T200E3_G320S4 A450E5
S535S9_M300E4_T260R5 H520S5
S363D9_I525N11_P625D9 H600R3
S500E4_P621S7_E150N4 A500N2
S520E5_T200Y4_T200Y4 T363D8
S521W7_T200Y4_A412S6 M523D7
S532G9_S342G8_H300D3 S200E3
S342G8_H300D3_S200E3 B250E6
S200E3_B250E6_P600Y4 F600R3
S532S6_C500E4_C426R6 T200S4
S343H7_W200S3_C464Y7 N300T3
S200E3_W430D5_H300E4 H600E4
S342G8_H600R3_P230D6 T250N4
S310B4_I300T2_W320H4 H600R3
S262Y8_E520H6_R500M4 T000O2
S350N9_L200E4_T200E3 C323E7
S200E3_H600R3_F314S9 W430D5
S313D7_A530D3_A200S2 I100F2
S515G8_T200E3_B400E4 C423D6
S530D5_O100F2_C412S5 O500N2
S530D5_O100F2_C412S5 U150N4
S350E5_I100F2_T200E3 T252G5
S300D4_T200E3_F435G8 O100F2
S514Y6_S300D5_T260E5 S252G7
S300D5_T260E5_S252G7 A530D3
S252G7_A530D3_P535G7 A200S2
S313D6_M326D7_S615S8 E300T3
S615S8_E300T3_Y000U3 S300D4
S300D4_S000O2_S000O2 W200Y3
S000O2_S000O2_W200Y3 D300D3
S300D4_O500N2_S350N6 P642A7
S350N6_P642A7_A530D3 T200E3
S600E4_I000I1_C500E4 I500N2
S600E4_C265O6_G100E4 A000A1
S616E8_A530D3_P630T4 F650M4
S615T7_S300D4_T200E3 S123D8
S300D4_T200E3_S123D8 T000O2
S353G8_H600E4_I200S2 T230T4
S300Y4_D150N4_H600E4 A000A1
S153Y7_H500M3_S230D7 H560Y5
S230D7_H560Y5_I500N2 S350N6
S350N6_A400L3_V600Y4 W400L4
S200E3_I500N2_T614E7 R230T5
S532G9_M600R2_F263Y7 S100W3
S313D6_A620K3_O540Y4 S300T3
S300T3_S453T6_A530D3 S543D6
S453T6_A530D3_S543D6 A530D3
S543D6_A530D3_E500N2 S200E3
S252G7_B300T3_I523D7 H000E2
S313D7_H500M3_F430T4 H200S3
S200E3_E160Y5_O500E3 O100F2
S310P4_F452G7_S000O2 M200H4
S000O2_M200H4_O300T3 O100F2
S532G9_B340Y5_W652G5 H000E2
S300D4_E126E10_T230T4 N300T3
S500E4_R420S9_O123T6 L200E4
S000O2_T200E3_L230I6 C430D5
S300D4_A000A1_S365D9 V200E5
S365D9_V200E5_B253D6 S153Y7
S153Y7_T653D6_T000O2 D216R8
S250N6_L230D6_H200S3 E200S4
S340L5_G423D6_A530D3 H200S3
S000O2_R160Y7_T230T4 H000E2
S163D9_O500N2_E326R6 S300E4
S300E4_B000Y2_B640Y5 T260E5
S353G8_B300T3_H000E2 G653D7
S300T3_T200E3_I500O3 S463D7
S463D7_A452T6_H200S3 L200S4
S000O2_H000E2_S520K4 D150N4
S120K5_A250N5_T000O2 Y600R4
S000O2_C460R5_A200S2 T200E3
S120H6_A300T2_I500O3 I200S2
S353D5_I000I1_N200E4 O100F2
S300D4_O162S6_Y000U3 A000A1
S513Y8_S000O2_Y520G5 H300D3
S000O2_Y520G5_H300D3 M523D7
S152G7_A000A1_B300T3 N100W3
S353D5_A400L3_H000E2 T250N4
S532S6_H300D3_A500N2 I530E9
S214E7_F616S8_A530D3 B216S9
S250N6_L230D6_M200H4 L200E4
S152G7_I500N2_T500E4 W320H4
S250E5_H300D3_T200E3 F400L4
S200Y5_S000O2_T230T4 H000E2
S124Y8_T000O2_S310P4 H524F7
S310P4_H524F7_F452G7 T250N4
S264L6_U435N9_F650M4 T200E3
S363D7_T000O2_B520G4 H200S3
S000Y3_H560Y5_P300T3 I500N2
S235G9_H000E2_G100E4 A000A1
S235G9_I500O3_G463D6 U100P2
S000O2_S362G8_T230T4 F600R3
S362G8_T230T4_F600R3 A000A1
S313D7_I320S3_C253T5 A300T2
S230D8_B230E6_T200E3 M514G8
S524E6_H560Y5_A600E3 Y000U3
S300D4_T420S5_W320H4 Y600R4
S000E3_H000E2_H560Y5 A230D5
S000Y3_W200Y3_Y000U3 D300D3
S250N6_S250N6_S363D6 I530O4
S250N6_S363D6_I530O4 H200S3
S352H7_W200S3_B400E4 A463Y7
S300D4_I500O3_T200E3 V200E5
S615T7_W400L4_G300T3 B400E4
S252G7_E213T6_T230T4 O500E3
S210W4_T200E3_S250N6 W200S3
S250N6_W200S3_N000O2 L526R6
S530D6_F325S10_A530D3 H000E2
S520K4_D150N4_F650M4 H200S3
S235G9_P235N8_S000O2 T230T4
S100E4_B400E4_S300D4 I500N2
S615S8_A530D3_F453S9 M300E4
S300D4_B300T3_S000O2 F534Y7
S000O2_F534Y7_N100W3 T230T4
S300D4_C624Y7_I500N2 M600R2
S153Y7_Y000U3_H100E4 A000A1
S300D4_A163D6_Y000U3 T230T4
S142S6_W600E4_I500N2 W320H4
S300D4_S300D4_M350E6 S200E3
S300D4_S300D4_M350E6 C630I6
S300D4_M350E6_S200E3 F523D8
S300D4_M350E6_S200E3 G236D8
S300D4_M350E6_S200E3 L230D6
S300D4_M350E6_S200E3 F430T4
S200E3_F523D8_A323G9 H600R3
S365D8_E216N10_O500N2 H200S3
S300D4_H600R3_M230Y7 I000I1
S200K5_H200S3_O500E3 I200S2
S514Y6_I512E10_F600R3 M000E2
S300D4_P620S6_I200S2 A000A1
S100W3_H100W3_Q240Y7 I300T2
S514E6_F230T4_O100F2 I000I1
S200E3_A450N4_N160R5 K510W4
S354Y8_N300T3_T200E3 A200E3
S640Y6_B360R6_O100F3 T250N4
S200E3_B300T3_M523D7 T000O2
S100W3_T200E3_T500E4 F160R5
S365G6_L362P10_A300T2 A000A1
S200E3_A353D8_T230T4 A300T2
S300D4_D520S6_H100E4 T200E3
S200K5_H600R3_U536D10 I000I1
S000O2_L364Y9_A300T2 A500Y3
S230T7_Y000U3_P300T3 A000A1
S320S6_C251R7_O500N2 W250N4
S500E4_O326R5_W400L4 B000E2
S300D4_I000I1_C530T6 S362S6
S362S6_S365Y8_E520H6 T200E3
S365Y8_E520H6_T200E3 R200K4
S000O2_A300T2_P614Y8 L200S4
S362S7_W240E5_Y000U3 A600E3
S353G8_B000Y2_Y600R4 Y000U3
S320S6_A000A1_R200K4 H100E4
S300D4_M350E6_S153Y7 T200E3
S153Y7_T200E3_C323E7 W200S3
S532D8_H600R3_F453T8 A530D3
S235M6_S200E3_W200S3 A463Y7
S000E3_F600R3_Y632S5 A452G5
S312S5_A230D5_W600E4 B530D6
S200E3_T200E4_M600E4 T200E3
S535S9_I100F2_Y000U3 F430D6
S362S10_I500N2_W200H5 D530T6
S200E3_C430D5_B620K5 O100F3
S200E3_C430D5_B620K5 H200S3
S540L5_A400L3_T200E3 F230D5
S253D6_D200E4_O600R2 N000O2
S300E4_W200S3_T230T4 A000A1
S520E5_R252G7_A500Y3 M600E4
S200E3_A124Y10_H300D3 A136R5
S340L5_I100F2_A530D3 S200E3
S235M6_E520H6_O100F2 I300T2
S230T5_A530D3_V600Y4 M200H4
S200E3_E216D11_A000A1 M210E7
S200E3_E216D11_A000A1 P520G4
